,Reaction,Product
224818,C C O . N C c 1 c c c ( C ( = O ) O ) c c 1 > A_O=S(=O)(O)O,C C O C ( = O ) c 1 c c c ( C N ) c c 1
95639,C O C ( = O ) C 1 = C C ( C ) ( C ) N C 1 ( C ) C > A_CO,C O C ( = O ) C 1 C C ( C ) ( C ) N C 1 ( C ) C
16413,O C C 1 2 C C C C C 1 O 2 . [OH-] > A_O A_[Na+] A_C1COCCO1 A_O=S(=O)(O)O,O C C 1 ( O ) C C C C C 1 O
812593,C C C ( C C ) C O c 1 c c c ( Cl ) c c 1 C = O > A_[Na+] A_CO,C C C ( C C ) C O c 1 c c c ( Cl ) c c 1 C O
293400,C = C C ( = O ) O C C ( C C ) C C C C . O = C ( [O-] ) [O-] > A_CC#N A_[Cs+],C C C C C ( C C ) C ( = O ) O
527545,C = C C C ( C ) ( C ) C = C O C > A_C1CCOC1 A_[Na+] A_O=C([O-])O A_O=S(=O)(O)O,C = C C C ( C ) ( C ) C C = O
162653,C = C C O C ( = O ) c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 > A_CO,C = C C O C ( = O ) c 1 c c c c ( N ) c 1
304241,C C c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 C ( = O ) O C > A_CO,C C c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 C ( = O ) O
107686,C S C C [C@@H] ( N ) C ( = O ) O . O = N [O-] > A_O A_[Na+],C S C C [C@@H] ( O ) C ( = O ) O
575163,C = C n 1 c n c 2 c ( Cl ) n c n c 2 1 . C N > A_O A_C1CCOC1 A_Cl,C = C n 1 c n c 2 c ( N C ) n c n c 2 1
302706,O = C 1 C C N C C 1 . c 1 c c c 2 [nH] c c c 2 c 1 > A_O A_[K+] A_CO A_Cl A_[OH-],C 1 = C ( c 2 c [nH] c 3 c c c c c 2 3 ) C C N C 1
3428,C O C ( = O ) c 1 n c o c 1 C c 1 c c c c c 1 > A_C1CCOC1 A_[H-] A_[Li+],O C c 1 n c o c 1 C c 1 c c c c c 1
562793,N c 1 n c c ( C ( F ) ( F ) F ) c c 1 [N+] ( = O ) [O-] > A_[Na+] A_CN(C)C=O A_CCOC(C)=O A_O=C([O-])O,N c 1 c c ( C ( F ) ( F ) F ) c n c 1 N
46959,C = C c 1 c c c c c 1 . C c 1 c c c c c 1 C ( = O ) Cl > A_CC(=O)[O-],C c 1 c c c c c 1 C = C c 1 c c c c c 1
89498,C N ( C ) C C Cl . N # C C c 1 c c c c c 1 > A_O A_Cc1ccccc1,C N ( C ) C C C ( C # N ) c 1 c c c c c 1
179471,N c 1 c c c ( Cl ) c n 1 . O = [N+] ( [O-] ) O > A_[Na+] A_[OH-] A_O=S(=O)(O)O,N c 1 n c c ( Cl ) c c 1 [N+] ( = O ) [O-]
660169,Br Br . C C C ( = O ) c 1 c c c ( Cl ) n c 1 > A_CC(=O)O,C C ( Br ) C ( = O ) c 1 c c c ( Cl ) n c 1
202973,C C O C ( = O ) c 1 c c ( Cl ) c ( Cl ) s 1 > A_C1CCOC1 A_[Na+] A_CCO A_[OH-],O = C ( O ) c 1 c c ( Cl ) c ( Cl ) s 1
831340,C S ( = O ) ( = O ) Cl . C [C@@H] 1 C N C C N 1 > A_C1CCOC1 A_[Na+] A_Cl A_[OH-],C [C@@H] 1 C N ( S ( C ) ( = O ) = O ) C C N 1
705088,O = C ( O ) C 1 C C C C 1 N c 1 c c c c ( F ) c 1 > A_CS(=O)(=O)O,O = C 1 c 2 c c c ( F ) c c 2 N [C@@H] 2 C C C [C@H] 1 2
528331,F C ( F ) ( F ) I . N c 1 n c ( N ) c 2 [nH] c n c 2 n 1 > A_CS(C)=O A_O=S(=O)([O-])[O-],N c 1 n c ( N ) c 2 [nH] c ( C ( F ) ( F ) F ) n c 2 n 1
45814,Cl c 1 n c ( Cl ) c ( Cl ) c ( Cl ) c 1 Cl >,Cl c 1 c n c ( Cl ) c ( Cl ) c 1 Cl
363613,C O c 1 c c c c c 1 . O = C ( Cl ) C C C C Cl >,C O c 1 c c c ( C ( = O ) C C C C Cl ) c c 1
146755,C N . C O C ( = O ) C C c 1 c c c o 1 > A_CO,C N C ( = O ) C C c 1 c c c o 1
16509,C c 1 c c c c ( C ( = O ) Cl ) c 1 Cl . c 1 c c s c 1 > A_ClCCl A_Cl,C c 1 c c c c ( C ( = O ) c 2 c c c s 2 ) c 1 Cl
402803,O = C c 1 c c c ( Br ) n c 1 . S c 1 c c n c c 1 > A_O A_[Na+] A_CN(C)C=O A_CCOC(C)=O A_[H-],O = C c 1 c c c ( S c 2 c c n c c 2 ) n c 1
69688,C O C ( = O ) c 1 c c 2 c c c c c 2 [nH] c 1 = O > A_O A_C1CCOC1 A_[H-] A_O=S(=O)(O)O A_[Li+],O = c 1 [nH] c 2 c c c c c 2 c c 1 C O
397859,C c 1 c c c ( C # N ) c c 1 . [N-] = [N+] = [N-] > A_[Na+] A_CN(C)C=O A_Cl,C c 1 c c c ( - c 2 n n n [nH] 2 ) c c 1
91779,N # C c 1 c c c ( O ) c c 1 . O C ( C Cl ) C C Cl >,N # C c 1 c c c ( O C C ( O ) C C Cl ) c c 1
109396,C C C = C ( C C C ) C ( = O ) O C C > A_[Na+] A_CO A_[OH-],C C / C = C ( \ C C C ) C ( = O ) O
49152,C C O C ( = O ) C 1 C ( C # N ) C 1 ( C ) C > A_O A_[K+] A_Cl A_CCO A_[OH-],C C 1 ( C ) C ( C # N ) C 1 C ( = O ) O
262991,C O C ( = O ) C Br . C [C@H] ( N ) c 1 c c c c c 1 > A_CC#N,C O C ( = O ) C N [C@@H] ( C ) c 1 c c c c c 1
441993,C C I . C O C ( = O ) c 1 c c 2 c c c ( O C ) c c 2 o 1 >,C C C 1 ( C ( = O ) O C ) C c 2 c c c ( O ) c c 2 O 1
197534,C C O C ( = O ) C ( C C ( C ) C ) C ( = O ) [O-] > A_O A_[K+] A_O=C([O-])[O-] A_[OH-] A_CC#N A_[Li+],C = C ( C C ( C ) C ) C ( = O ) O
84052,O c 1 c c c 2 c ( c 1 ) S c 1 c c c c c 1 C N 2 . [OH-] . [OH-] > A_ClCCl,O = S 1 ( = O ) c 2 c c c c c 2 C = N c 2 c c c ( O ) c c 2 1
98841,Br P ( Br ) Br . C O c 1 c c c ( C O ) c ( O C ) c 1 O C > A_CCOCC,C O c 1 c c c ( C Br ) c ( O C ) c 1 O C
482568,Br c 1 c c c ( Br ) n c 1 . C N ( C ) C = O > A_O A_[Na+] A_CO A_Cc1ccccc1 A_[Li]CCCC,O C c 1 c c c ( Br ) c n 1
116202,C = C C ( = O ) O . S = C 1 C c 2 c c c c c 2 N 1 > A_CCN(CC)CC,O = C ( O ) C C S c 1 c c 2 c c c c c 2 [nH] 1
85353,C C O C ( O C C ) O C C . C c 1 c [nH] c n 1 > A_CCO A_Cc1ccc(S(=O)(=O)O)cc1,C C O C ( O C C ) n 1 c n c ( C ) c 1
276875,O = C ( C N 1 C C O C C 1 ) c 1 c c c ( Cl ) c c 1 Cl >,C N ( C ) / C = C ( \ C ( = O ) c 1 c c c ( Cl ) c c 1 Cl ) N 1 C C O C C 1
595503,C O C C O . O = [N+] ( [O-] ) c 1 c ( F ) c c c c 1 F > A_CN(C)C=O,C O C C O c 1 c c c c ( F ) c 1 [N+] ( = O ) [O-]
87302,C O . O = [N+] ( [O-] ) c 1 c ( Cl ) c c c 2 c c c n c 1 2 > A_Cc1ccccc1 A_[Na],C O c 1 c c c 2 c c c n c 2 c 1 [N+] ( = O ) [O-]
114708,C [Mg] I . O = C C c 1 c 2 c c c c c 2 c c 2 c c c c c 1 2 > A_CCOCC,C C ( O ) C c 1 c 2 c c c c c 2 c c 2 c c c c c 1 2
837663,C C I . C O C ( = O ) c 1 c c ( Br ) c 2 c n [nH] c 2 c 1 >,C C n 1 n c c 2 c ( Br ) c c ( C ( = O ) O C ) c c 2 1
878425,C C O C ( = O ) C C ( = O ) N c 1 c c c c c 1 F > A_ClCCl,O = c 1 c c ( O ) c 2 c c c c ( F ) c 2 [nH] 1
36463,C C ( = O ) [O-] . C c 1 c c ( C # N ) c ( Cl ) n c 1 C > A_O A_[Na+] A_CO,C c 1 c c ( C = O ) c ( Cl ) n c 1 C
36745,C C ( = O ) N 1 C C C ( O ) C C 1 . C O C C Br > A_[Na+] A_CN(C)C=O A_Cl A_[H-] A_[Cl-],C O C C O C 1 C C N C C 1
179041,C C ( C ) C C 1 C C ( = O ) O C ( = O ) C 1 . N > A_O A_COC(C)(C)C,C C ( C ) C C ( C C ( N ) = O ) C C ( = O ) O
204732,C C ( C ) n 1 c c c 2 c c c ( C O ) c c 2 1 . C I > A_[Na+] A_CN(C)C=O A_[H-],C O C c 1 c c c 2 c c n ( C ( C ) C ) c 2 c 1
35535,C C O C ( = O ) C C c 1 c c c o 1 . C C O C = O > A_[Na+] A_[H-] A_COCCOC,C C O C ( = O ) C ( C = O ) C c 1 c c c o 1
454616,C C ( C ) = C C ( = O ) O . c 1 c c c c c 1 > A_O A_Cl A_[Cl-] A_CCOCC,C C ( C ) ( C C ( = O ) O ) c 1 c c c c c 1
776294,O C ( C C C Cl ) c 1 c c c ( Br ) c c 1 > A_C1CCOC1 A_[Na+] A_[OH-],Br c 1 c c c ( C 2 C C C O 2 ) c c 1
323092,C # C C C C C C . C [Si] 1 ( Cl ) C C C 1 > A_CCOCC,C C C C C C # C [Si] 1 ( C ) C C C 1
634937,C C ( = O ) C C # N . C O C ( O C ) N ( C ) C >,C C ( = O ) / C ( C # N ) = C / N ( C ) C
202250,c 1 c c 2 c c ( - c 3 c c s c 3 ) c c c 2 [nH] 1 > A_[Na+] A_CC(=O)O,c 1 c c ( - c 2 c c c 3 c ( c 2 ) C C N 3 ) c s 1
8722,C c 1 c c ( N ) c c c 1 Cl . O = C = N C ( F ) ( F ) F > A_Cc1ccccc1,C c 1 c c ( N C ( = O ) N C ( F ) ( F ) F ) c c c 1 Cl
338205,C O C ( = O ) c 1 c n c ( O C ) n c 1 > A_O A_[Na+] A_[OH-] A_C1COCCO1,C O c 1 n c c ( C ( = O ) O ) c n 1
468273,O = [N+] ( [O-] ) c 1 c c c ( F ) c c 1 . O c 1 c c c c c 1 F > A_[Cl-],O = [N+] ( [O-] ) c 1 c c c ( O c 2 c c c c c 2 F ) c c 1
808796,C = C ( C Cl ) C Cl . O C c 1 c c c c c 1 > A_C1CCOC1 A_[Na+] A_CN(C)C=O A_[H-],C = C ( C Cl ) C O C c 1 c c c c c 1
385303,C C O c 1 c c c c c 1 N C ( = O ) O C C Br > A_CN(C)C=O,C C O c 1 c c c c c 1 N
626837,C c 1 n c c ( Cl ) c c 1 C ( = O ) O . Cl C Cl > A_CN(C)C=O,C c 1 n c c ( Cl ) c c 1 C ( = O ) Cl
102462,C C C O . C c 1 c c c ( S ( = O ) ( = O ) O ) c c 1 . O >,C C C O C ( = O ) [C@@H] ( C ) S c 1 c c c ( O ) c c 1
252291,C c 1 c c 2 c c ( [N+] ( = O ) [O-] ) c c c 2 o 1 > A_C1CCOC1 A_CCO A_[Pd] A_[NH4+],C c 1 c c 2 c c ( N ) c c c 2 o 1
803690,Br . N c 1 c c c c 2 c n c c c 1 2 > A_O A_[Na+] A_[NH4+],Br c 1 c c c c 2 c n c c c 1 2
166799,C = C C O C ( = O ) c 1 c s c ( [N+] ( = O ) [O-] ) c 1 > A_O A_[Na+] A_Cl A_[OH-],C = C C O C ( = O ) c 1 c s c ( N ) c 1
369903,I c 1 c c c ( I ) c c 1 . O C 1 C N 2 C C C 1 C C 2 > A_Cc1ccccc1 A_ClC(Cl)Cl,I c 1 c c c ( O C 2 C N 3 C C C 2 C C 3 ) c c 1
527555,O = [N+] ( [O-] ) O C [C@@H] ( C C C C O ) O [N+] ( = O ) [O-] > A_O A_ClCCl,O = C C C C [C@H] ( C O [N+] ( = O ) [O-] ) O [N+] ( = O ) [O-]
138943,C 1 C C N C 1 . O = C 1 C C C c 2 c c ( Br ) c c c 2 1 > A_Cc1ccccc1,Br c 1 c c c 2 c ( c 1 ) C C C ( N 1 C C C C 1 ) = C 2
441805,O = P ( Br ) ( Br ) Br . O = c 1 [nH] c 2 c c c ( Br ) c c 2 [nH] 1 >,Br c 1 c c c 2 [nH] c ( Br ) n c 2 c 1
33053,N c 1 c c c c [n+] 1 N . O = C 1 C C C O 1 > A_[K+] A_O=C([O-])[O-],O C C C c 1 n c 2 c c c c n 2 n 1
190356,N # C C c 1 c c c n c 1 . O = C c 1 c c c [nH] 1 > A_CO,N # C C ( = C c 1 c c c [nH] 1 ) c 1 c c c n c 1
830483,N N c 1 c c c ( Cl ) n n 1 . O = C ( O ) C ( F ) ( F ) F >,F C ( F ) ( F ) c 1 n n c 2 c c c ( Cl ) n n 1 2
362939,C O c 1 c c ( Br ) c 2 c ( c 1 ) C ( = O ) N C 2 > A_ClCCl,O = C 1 N C c 2 c ( Br ) c c ( O ) c c 2 1
84535,C = C . O = C ( Cl ) C c 1 c c c ( Cl ) c c 1 Cl > A_ClCCl A_[Cl-],O = C 1 C C c 2 c c ( Cl ) c c ( Cl ) c 2 C 1
654450,C C C / C = C / C ( = O ) O . O = C ( [O-] ) O > A_O A_[Na+] A_[K+] A_Cl A_CC(C)=O,C C C C 1 O C 1 C ( = O ) O
902421,C O . O = C ( O ) C c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 F > A_O A_O=S(=O)(O)O,C O C ( = O ) C c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 F
902208,Br c 1 c n [nH] c 1 . C C ( C ) ( O ) C C Br > A_[K+] A_CN(C)C=O A_O=C([O-])[O-],C C ( C ) ( O ) C C n 1 c c ( Br ) c n 1
143175,C C C C C C C C O . O C C 1 C O 1 > A_[Na+] A_[OH-] A_O=S(=O)(O)O,C C C C C C C C O C ( C O ) C O
806095,[O-] [n+] 1 o n c 2 c ( Cl ) c ( Br ) c c c 2 1 > A_CCO,Cl c 1 c ( Br ) c c c 2 n o n c 1 2
69255,N N = C 1 C ( = O ) N c 2 c c c c ( Cl ) c 2 1 > A_CCO A_[Na],O = C 1 C c 2 c ( Cl ) c c c c 2 N 1
560272,N # C S c 1 c ( N ) n c ( C ( F ) ( F ) F ) n c 1 O > A_CN(C)C=O A_CCOC(C)=O,N c 1 n c 2 n c ( C ( F ) ( F ) F ) n c ( O ) c 2 s 1
523885,Br c 1 c [nH] c 2 n c c c c 1 2 . N c 1 c c c c c 1 >,c 1 c c c ( N c 2 c [nH] c 3 n c c c c 2 3 ) c c 1
529349,C O C ( = O ) c 1 c c c ( S ) c c 1 . C [C@H] 1 C O 1 >,C O C ( = O ) c 1 c c c ( S C [C@H] ( C ) O ) c c 1
38938,N c 1 c c n c c 1 . O = C 1 C C C ( = O ) O 1 > A_Cc1ccccc1C,O = C 1 C C C ( = O ) N 1 c 1 c c n c c 1
641875,C O C c 1 c n c ( C ( = O ) O C ) c n 1 > A_O A_[OH-] A_C1COCCO1 A_[Li+],C O C c 1 c n c ( C ( = O ) O ) c n 1
652052,C C O C ( = O ) / C = C \ [O-] . N = C ( N ) C 1 C C 1 > A_O A_[Na+] A_Cl,O c 1 c c n c ( C 2 C C 2 ) n 1
764409,C O . C O C ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c c c 1 O > A_[Pd],C O C ( = O ) c 1 c c ( N ) c c c 1 O C
645970,C c 1 c c ( = O ) [nH] c ( = O ) [nH] 1 . O = [N+] ( [O-] ) O > A_O=S(=O)(O)O,C c 1 [nH] c ( = O ) [nH] c ( = O ) c 1 [N+] ( = O ) [O-]
693614,Br Br . C C ( = O ) c 1 c c c c ( Br ) c 1 > A_CC(=O)O,O = C ( C Br ) c 1 c c c c ( Br ) c 1
585683,C n 1 c c 2 c ( C O ) c ( Cl ) c c c 2 n 1 > A_ClCCl A_CCN(CC)CC A_CS(C)=O,C n 1 c c 2 c ( C = O ) c ( Cl ) c c c 2 n 1
327698,Br c 1 c c n c c 1 . O B ( O ) c 1 c c c c c 1 F > A_C1CCOC1 A_[Na+] A_O=C([O-])[O-] A_Cl,F c 1 c c c c c 1 - c 1 c c n c c 1
755675,N c 1 c ( F ) c c ( Br ) c c 1 C ( = O ) O > A_C1CCOC1,N c 1 c ( F ) c c ( Br ) c c 1 C O
716792,F c 1 c c c ( C C Cl ) c c 1 . O = C 1 C N C C N 1 > A_CCN(C(C)C)C(C)C A_CC#N,O = C 1 C N ( C C c 2 c c c ( F ) c c 2 ) C C N 1
165087,Br C C Br . C C C O N C ( = O ) O C C > A_C1CCOC1 A_[Na+] A_[H-],C C C O N ( C C Br ) C ( = O ) O C C
543892,C O C ( = O ) C c 1 c ( Cl ) c c ( C ) c c 1 O C > A_O A_[K+] A_CO A_[OH-],C O c 1 c c ( C ) c c ( Cl ) c 1 C C ( = O ) O
428661,C = C C ( C ) = O . N c 1 c c c c c 1 Br > A_O A_[Na+] A_[OH-] A_CC(=O)O A_O=S(=O)(O)O,C c 1 c c n c 2 c ( Br ) c c c c 1 2
70340,C = C [Si] ( Cl ) ( Cl ) Cl . O = C ( O ) c 1 c c c c c 1 > A_CCCCCC,C = C [Si] ( O C ( = O ) c 1 c c c c c 1 ) ( O C ( = O ) c 1 c c c c c 1 ) O C ( = O ) c 1 c c c c c 1
594403,C C ( C ) C = O . O = [N+] ( [O-] ) c 1 c c c c c 1 I > A_C1CCOC1,C C ( C ) C ( O ) c 1 c c c c c 1 [N+] ( = O ) [O-]
884879,C C N c 1 c c ( Br ) c c c 1 [N+] ( = O ) [O-] > A_CC(=O)O,C C N c 1 c c ( Br ) c c c 1 N
554284,O = C ( [O-] ) [O-] . O = [N+] ( [O-] ) c 1 c c ( Br ) c n c 1 O > A_CN(C)C=O A_[Cs+],C n 1 c c ( Br ) c c ( [N+] ( = O ) [O-] ) c 1 = O
575363,O = C 1 C C C ( = O ) N 1 Br . O C C c 1 c c c s 1 > A_Cc1ccccc1,O C C c 1 c c c ( Br ) s 1
55915,O = C ( O ) C c 1 c c c ( F ) c c 1 . O = S ( Cl ) Cl >,O = C ( Cl ) C c 1 c c c ( F ) c c 1
233642,C C O C ( = O ) c 1 n c c c c 1 [N+] ( = O ) [O-] > A_O A_CO A_[OH-] A_[Li+],O = C ( O ) c 1 n c c c c 1 [N+] ( = O ) [O-]
456991,C N C . O = [N+] ( [O-] ) c 1 c c c 2 s c ( Cl ) n c 2 c 1 > A_O A_C1CCOC1,C N ( C ) c 1 n c 2 c c ( [N+] ( = O ) [O-] ) c c c 2 s 1
227169,C C O C ( = O ) C C c 1 c n n ( C ) c 1 > A_O A_C1CCOC1 A_[Na+] A_[OH-] A_[H-] A_[Li+],C n 1 c c ( C C C O ) c n 1
72552,N c 1 c ( Cl ) c c ( [N+] ( = O ) [O-] ) c c 1 Cl > A_O A_Cl,N c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 Cl
818579,Br Br . C C ( = O ) c 1 c c c ( F ) c ( C # N ) c 1 > A_ClCCl,N # C c 1 c c ( C ( = O ) C Br ) c c c 1 F
756560,C C ( = O ) c 1 c c c o 1 . O = C ( [O-] ) C ( F ) ( F ) F >,O = C ( C C ( = O ) C ( F ) ( F ) F ) c 1 c c c o 1
132083,O C [C@@H] ( O ) [C@@H] ( O ) [C@H] ( O ) [C@H] ( O ) C O >,O C [C@H] ( O ) [C@@H] ( O ) [C@H] ( O ) [C@H] ( O ) C O
353757,O C c 1 c c c ( C N c 2 c c c c n 2 ) c c 1 > A_ClCCl A_CCN(CC)CC A_CS(C)=O,O = C c 1 c c c ( C N c 2 c c c c n 2 ) c c 1
76511,Br Br . C C O C ( = O ) c 1 n c ( O ) s c 1 C ( C ) = O > A_ClCCl A_CC(=O)O,C C O C ( = O ) c 1 n c ( O ) s c 1 C ( = O ) C Br
747934,O = [N+] ( [O-] ) c 1 c n c n 1 C 1 C C 1 > A_CO A_[Pd],N c 1 c n c n 1 C 1 C C 1
301845,O = [N+] ( [O-] ) O . O c 1 c c c ( I ) c c 1 > A_CC(=O)O,O = [N+] ( [O-] ) c 1 c c ( I ) c c c 1 O
552531,N c 1 n c 2 c c 3 c ( c c 2 [n+] ( [O-] ) n 1 ) C C C 3 > A_CN(C)C=O,[O-] [n+] 1 n c n c 2 c c 3 c ( c c 2 1 ) C C C 3
16228,C C ( C ) I . C C 1 C C C ( C ) C ( S ) C 1 > A_[Na+] A_CCO,C C 1 C C C ( C ) C ( S C ( C ) C ) C 1
209382,C c 1 c c ( C ) c c ( O C C ( = O ) O ) c 1 > A_N,C c 1 c c ( C ) c 2 c ( c 1 ) O C C 2 = O
236257,Br c 1 c c c c ( Br ) c 1 . O = C 1 C C C 1 > A_C1CCOC1 A_[Li]CCCC A_CCCCCC,O C 1 ( c 2 c c c c ( Br ) c 2 ) C C C 1
227829,C O c 1 c c ( C O ) c ( [N+] ( = O ) [O-] ) c ( O C ) c 1 O C > A_ClCCl,C O c 1 c c ( C = O ) c ( [N+] ( = O ) [O-] ) c ( O C ) c 1 O C
230483,O = C ( O ) c 1 c c c c c 1 . O = S ( Cl ) Cl > A_Cc1ccccc1,O = C ( Cl ) c 1 c c c c c 1
159169,C C ( = O ) O C = O . N C [C@H] ( O ) C ( = O ) O . O = C O >,O = C N C [C@H] ( O ) C ( = O ) O C = O
749674,C C ( C ) [C@H] ( N ) C O . O = C c 1 c c c c c 1 > A_O A_[Na+] A_CO A_c1ccccc1 A_Cc1ccc(S(=O)(=O)O)cc1,C C ( C ) [C@@H] ( C O ) N C c 1 c c c c c 1
478773,C C C C Br . O C c 1 c c c c c 1 O > A_[K+] A_O=C([O-])[O-] A_CCOC(C)=O A_CC(C)O,C C C C O c 1 c c c c c 1 C O
599190,C O C ( = O ) c 1 c c c ( F ) c c 1 Cl . N c 1 c c [nH] n 1 >,N # C C C ( = O ) c 1 c c c ( F ) c c 1 Cl
356310,N C 1 C C C C C 1 . O = [N+] ( [O-] ) c 1 c c c n c 1 Cl > A_[K+] A_CN(C)C=O A_O=C([O-])[O-],O = [N+] ( [O-] ) c 1 c c c n c 1 N C 1 C C C C C 1
619550,C n 1 c c 2 c 3 c ( c c c 2 n 1 ) C C C 3 = C C # N > A_CCO A_N,C n 1 c c 2 c 3 c ( c c c 2 n 1 ) C C C 3 = C C N
221621,C C [C@H] 1 C C ( C ) ( C ) C C [C@@H] 1 O > A_CC(C)=O A_O=S(=O)(O)O,C C [C@H] 1 C C ( C ) ( C ) C C C 1 = O
349587,C C ( = O ) c 1 c c c c c 1 . O C C O > A_Cc1ccccc1 A_[H][H] A_c1ccccc1,C C 1 ( c 2 c c c c c 2 ) O C C O 1
716928,C 1 = C O C C C 1 . N # C c 1 c c 2 [nH] c n c 2 c c 1 F > A_C1CCOC1 A_Cc1ccc(S(=O)(=O)O)cc1,N # C c 1 c c 2 c ( c c 1 F ) n c n 2 C 1 C C C C O 1
737908,F c 1 c c ( Br ) c n c 1 F . N # C C 1 C C 1 > A_[K+] A_Cc1ccccc1 A_[Cl-] A_[NH4+],N # C C 1 ( c 2 n c c ( Br ) c c 2 F ) C C 1
9514,C C ( C ) C ( = N ) N . C C O C ( = O ) C C # N > A_CCO A_O=S(=O)(O)O A_[Na],C C ( C ) c 1 n c ( N ) c c ( = O ) [nH] 1
432349,C = O . C O C ( = O ) c 1 c c c ( O ) c c 1 >,C O C ( = O ) c 1 c c c ( O ) c ( C = O ) c 1
1261,Br Br . C O c 1 c c c ( O C ) c ( N C ( C ) = O ) c 1 > A_O A_O=S(=O)(O)O,C O c 1 c c ( N C ( C ) = O ) c ( O C ) c c 1 Br
381215,N C 1 C C 1 . O = C ( O ) C c 1 c c c ( F ) c c 1 > A_O A_CN(C)C=O,O = C ( C c 1 c c c ( F ) c c 1 ) N C 1 C C 1
74193,C [O-] . C c 1 c c ( - c 2 c c c c c 2 ) n n c 1 Cl > A_O A_[Na+] A_CO,C O c 1 n n c ( - c 2 c c c c c 2 ) c c 1 C
129129,N [C@@H] ( C c 1 c c c c c 1 ) C ( = O ) O . O = N [O-] > A_O A_[Na+] A_O=S(=O)(O)O,O = C ( O ) [C@@H] ( O ) C c 1 c c c c c 1
796929,C S c 1 n c c n n 1 . O C 1 C C N C 1 >,O C 1 C C N ( c 2 n c c n n 2 ) C 1
36452,S = C ( Cl ) Cl . S C 1 C C C C C 1 > A_O A_[Na+] A_[OH-] A_ClC(Cl)Cl,Cl C ( Cl ) S S C 1 C C C C C 1
47076,C = C C ( = O ) O C . Cl C C = C c 1 c c c c c 1 >,C O C ( = O ) C C = C C = C c 1 c c c c c 1
44672,C C ( C ) N 1 C C ( [N+] ( = O ) [O-] ) C N 1 C ( C ) C >,C C ( C ) N 1 C C ( N ) C N 1 C ( C ) C
86785,C C ( Cl ) O C ( = O ) Cl . C C C ( C ) C O > A_ClCCl A_c1ccncc1,C C C ( C ) C O C ( = O ) O C ( C ) Cl
393630,C C C N c 1 c ( Cl ) c c ( C # N ) c c 1 Br > A_O A_C1CCOC1 A_[Na+] A_[H-] A_O=S(=O)([O-])[O-] A_[Li+],C C C N c 1 c ( Cl ) c c ( C N ) c c 1 Br
749273,C I . C c 1 c c c c 2 [nH] c c c 1 2 > A_C1CCOC1 A_[Na+] A_[H-],C c 1 c c c c 2 c 1 c c n 2 C
28208,N O . O = C 1 C C 2 ( C C C C C C 2 ) C C ( = O ) O 1 >,O = C ( O ) C C 1 ( C C ( O ) = N O ) C C C C C C 1
82185,N # C C ( = C c 1 c c c c c 1 Cl ) C ( = O ) O > A_O=C=O,N # C / C = C \ c 1 c c c c c 1 Cl
770205,C c 1 c c [n+] ( C ) c ( C ) c 1 . Cl [Mg] C c 1 c c c c c 1 > A_CCOCC,C C 1 = C C ( C c 2 c c c c c 2 ) N ( C ) C ( C ) = C 1
121394,C C C C ( C ) C = O . O = C 1 C C C C 1 > A_[Pd],C C C C ( C ) C C 1 C C C C 1 = O
859149,O C c 1 c c c c ( - c 2 c n c s 2 ) c 1 > A_ClCCl,O = C c 1 c c c c ( - c 2 c n c s 2 ) c 1
3500,C N ( C ) C C N = C = S . C c 1 n c o c 1 C S C C N >,C c 1 n c o c 1 C S C C N C ( = S ) N C C N ( C ) C
238054,C O C C O . C O C C O C C 1 C O 1 > A_[Na+] A_Cl A_[OH-] A_CC(C)=O,C O C C O C C ( O ) C O C C O C
1689,C C ( C ) C 1 O C C N 1 C C 1 C O 1 . [N-] = [N+] = [N-] > A_[Na+] A_C1COCCO1,C C ( C ) C 1 O C C N 1 C C ( O ) C N = [N+] = [N-]
676717,C C ( = O ) c 1 c ( C ) c c ( C ) c c 1 C . C [Mg] Cl >,C c 1 c c ( C ) c ( C ( C ) ( C ) O ) c ( C ) c 1
594738,O = [N+] ( [O-] ) c 1 c c c 2 c ( c 1 ) C N C C S 2 > A_O A_CCO A_[Pd],N c 1 c c c 2 c ( c 1 ) C N C C S 2
431626,O = C c 1 c c c c c 1 F . S C C C S > A_ClCCl,F c 1 c c c c c 1 C 1 S C C C S 1
478660,N c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 N > A_CO A_ClC(Cl)Cl,C C C C C c 1 n c 2 c c c ( [N+] ( = O ) [O-] ) c c 2 [nH] 1
848773,C = C C Br . C C O C ( = O ) C C ( = O ) O C C > A_[K+] A_O=C([O-])[O-] A_CC#N,C = C C C ( C ( = O ) O C C ) C ( = O ) O C C
166100,C C ( C ( O ) c 1 c c c c c 1 ) N ( C ) C > A_[Na+] A_O=C([O-])O A_O=C(O)C(F)(F)F A_CS(C)=O,C C ( C ( = O ) c 1 c c c c c 1 ) N ( C ) C
898269,C C ( = O ) c 1 n c c ( Cl ) c c 1 Cl . O = C ( [O-] ) [O-] > A_O A_[K+] A_CS(C)=O,C C ( = O ) c 1 n c c ( O ) c c 1 Cl
